digits_actual,digits_predicted,len_predicted
4,4,1
45,15,2
36,38,2
86,86,2
1,1,1
119,19,2
2107,2007,4
25,25,2
5,5,1
238,234,3
60,60,2
50,50,2
348,343,3
161,161,3
209,559,3
68,68,2
36,336,3
15,15,2
278,278,3
930,228,3
286,296,3
375,313,3
88,88,2
56,56,2
543,543,3
4,4,1
170,170,3
72,72,2
4,4,1
355,351,3
39,39,2
58,58,2
99,99,2
25,55,2
46,46,2
89,89,2
276,276,3
261,261,3
12,12,2
46,16,2
310,310,3
2,7,1
324,225,3
3,3,1
210,210,3
228,225,3
1,1,1
62,7,1
50,50,2
31,51,2
8,1,1
77,77,2
327,321,3
6,6,1
6,7,1
99,99,2
233,233,3
77,77,2
63,63,2
2,2,1
28,23,2
86,88,2
2,2,1
8,8,1
157,157,3
33,43,2
20,20,2
138,138,3
3,3,1
47,37,2
4,4,1
176,176,3
43,42,2
70,71,2
3,1,1
213,215,3
9,5,1
443,143,3
53,53,2
759,759,3
15,15,2
377,377,3
34,34,2
116,118,3
46,46,2
13,13,2
29,29,2
7,7,1
83,83,2
394,394,3
60,60,2
650,650,3
8,8,1
235,225,3
41,41,2
35,35,2
41,41,2
34,34,2
10,10,2
20,20,2
54,54,2
53,53,2
10,10,2
78,78,2
202,202,3
105,105,3
78,38,2
26,26,2
18,18,2
19,119,3
35,35,2
41,41,2
22,22,2
10,10,2
75,75,2
843,343,3
1,1,1
4,4,1
16,16,2
14,14,2
1138,1132,4
24,24,2
106,144,3
31,31,2
93,93,2
35,35,2
29,29,2
29,49,2
12,12,2
15,15,2
31,31,2
82,82,2
263,243,3
28,28,2
35,35,2
2,2,1
747,747,3
15,16,2
4,4,1
16,16,2
13,13,2
25,25,2
17,17,2
176,176,3
27,215,3
5,5,1
3971,3391,4
34,34,2
4,4,1
28,28,2
750,258,3
15,15,2
69,59,2
13,13,2
4047,1441,4
209,209,3
32,32,2
53,63,2
5,5,1
18,18,2
91,81,2
2,2,1
2,2,1
25,25,2
6,8,1
15,15,2
1,1,1
69,66,2
60,60,2
306,306,3
53,63,2
34,14,2
68,68,2
412,412,3
122,122,3
752,752,3
337,337,3
54,34,2
133,133,3
76,76,2
339,339,3
4,1,1
5,5,1
11,11,2
62,62,2
11,11,2
274,174,3
61,50,2
66,66,2
226,226,3
214,29,2
106,106,3
15,15,2
242,242,3
41,41,2
473,473,3
78,78,2
13,13,2
46,46,2
89,89,2
41,41,2
18,18,2
20,20,2
2263,2223,4
10,10,2
38,38,2
6,6,1
36,33,2
261,261,3
5,5,1
11,11,2
3,3,1
296,296,3
23,23,2
1382,86,2
155,155,3
50,60,2
61,61,2
44,44,2
20,20,2
8,8,1
33,33,2
21,21,2
2094,2064,4
175,175,3
465,465,3
30,30,2
6,46,2
28,28,2
50,50,2
831,111,3
65,65,2
321,800,3
221,221,3
149,149,3
23,23,2
1,1,1
146,146,3
21,21,2
204,1204,4
17,17,2
42,42,2
8,8,1
4,4,1
50,50,2
262,282,3
5,5,1
17,17,2
500,300,3
5,5,1
118,118,3
4,4,1
2739,2789,4
85,85,2
241,92,2
500,500,3
45,43,2
99,99,2
99,99,2
34,34,2
25,25,2
31,31,2
221,221,3
10,10,2
2555,2556,4
25,25,2
176,176,3
418,418,3
19,19,2
70,20,2
53,53,2
114,114,3
172,72,2
67,67,2
28,28,2
59,59,2
18,18,2
8,8,1
30,30,2
21,21,2
5,5,1
56,56,2
207,207,3
127,127,3
12,112,3
4274,1474,4
750,750,3
44,44,2
2,2,1
99,99,2
402,402,3
36,38,2
34,70,2
51,51,2
72,72,2
100,100,3
4,4,1
101,101,3
28,28,2
58,88,2
250,250,3
294,294,3
92,92,2
1,1,1
87,87,2
247,247,3
9,0,1
149,149,3
98,98,2
466,366,3
5,5,1
15,15,2
72,12,2
34,34,2
1321,1321,4
71,71,2
13,13,2
161,161,3
6,4,1
81,81,2
10,10,2
11,11,2
121,121,3
43,43,2
34,32,2
7,7,1
24,24,2
2,2,1
64,664,3
248,248,3
19,12,2
9,3,1
1,1,1
270,270,3
39,39,2
3,5,1
311,311,3
94,94,2
720,720,3
140,140,3
9,9,1
74,24,2
14,14,2
360,380,3
21,21,2
171,111,3
31,31,2
4,4,1
1,1,1
14,14,2
107,107,3
45,45,2
778,773,3
14,14,2
228,228,3
14,14,2
50,50,2
20,20,2
12,12,2
18,18,2
63,63,2
80,80,2
32,32,2
37,37,2
66,68,2
27,27,2
8,8,1
26,26,2
75,75,2
15,15,2
29,29,2
11,11,2
97,97,2
160,160,3
12,12,2
210,210,3
13,13,2
49,49,2
1930,930,3
133,133,3
2706,2706,4
42,42,2
40,40,2
11,10,2
125,125,3
90,90,2
10,10,2
193,193,3
101,101,3
601,601,3
239,239,3
33,33,2
62,62,2
327,421,3
1,1,1
91,94,2
1,1,1
534,551,3
38,38,2
220,420,3
45,45,2
11,11,2
10,10,2
31,31,2
33,33,2
17,17,2
23,83,2
1860,1860,4
70,79,2
629,223,3
434,434,3
16,36,2
1,3,1
64,64,2
57,57,2
93,93,2
28,28,2
11,11,2
4,4,1
95,95,2
3,3,1
150,150,3
21,21,2
72,72,2
22,22,2
23,22,2
42,42,2
6,3,1
84,64,2
24,24,2
208,208,3
10,110,3
420,420,3
12,12,2
44,44,2
3,3,1
150,149,3
274,274,3
49,48,2
179,79,2
4,4,1
5,5,1
3425,328,3
8,8,1
124,124,3
26,126,3
177,177,3
55,55,2
48,48,2
46,46,2
234,234,3
37,37,2
0,0,1
52,52,2
31,31,2
47,37,2
29,29,2
13,13,2
4,4,1
24,24,2
76,76,2
23,23,2
165,165,3
13,13,2
737,737,3
137,137,3
143,143,3
16,46,2
46,46,2
30,30,2
67,67,2
14,14,2
380,380,3
134,134,3
41,41,2
40,40,2
640,640,3
508,428,3
21,21,2
31,31,2
20,20,2
410,410,3
51,67,2
7,7,1
49,49,2
3,3,1
33,33,2
115,115,3
4,4,1
490,490,3
4,8,1
126,129,3
418,418,3
129,129,3
79,79,2
47,4,1
2,2,1
152,2,1
148,148,3
45,45,2
17,47,2
702,202,3
143,143,3
6,6,1
62,62,2
2,2,1
2173,2777,4
1583,183,3
28,28,2
29,29,2
35,35,2
21,521,3
8,8,1
45,45,2
31,31,2
44,44,2
14,14,2
32,32,2
12,12,2
19,19,2
31,31,2
164,164,3
2438,2436,4
5,5,1
25,25,2
35,35,2
2,1,1
28,28,2
2,2,1
62,82,2
1,1,1
99,99,2
8,8,1
74,4,1
314,149,3
329,329,3
4,4,1
46,46,2
118,118,3
7,7,1
18,18,2
37,7,1
47,47,2
1483,463,3
69,69,2
20,20,2
35,35,2
88,88,2
343,743,3
95,95,2
23,23,2
4,4,1
4,4,1
304,304,3
9,9,1
2,2,1
55,55,2
21,21,2
1,1,1
32,32,2
11,11,2
4,4,1
32,32,2
61,61,2
24,24,2
241,21,2
66,66,2
304,304,3
23,13,2
55,55,2
12,12,2
9,9,1
54,54,2
71,71,2
913,913,3
124,124,3
28,28,2
8,8,1
69,69,2
3,3,1
207,207,3
56,36,2
28,20,2
65,65,2
116,15,2
4,4,1
89,89,2
23,23,2
15,15,2
38,38,2
5,5,1
2058,2068,4
60,60,2
295,295,3
411,411,3
16,16,2
22,92,2
40,40,2
26,26,2
15,15,2
52,52,2
6,6,1
2,2,1
1575,1575,4
8,8,1
35,35,2
64,64,2
11,71,2
35,35,2
30,30,2
1,1,1
44,44,2
20,26,2
16,16,2
253,253,3
492,492,3
45,45,2
21,21,2
14,14,2
9,9,1
31,31,2
69,69,2
1,1,1
411,411,3
63,55,2
146,165,3
106,106,3
27,27,2
54,54,2
40,40,2
61,64,2
5,5,1
13,13,2
43,43,2
72,72,2
226,226,3
800,600,3
46,46,2
2,2,1
48,48,2
46,46,2
2,2,1
15,15,2
36,36,2
100,100,3
203,288,3
95,95,2
11,11,2
12,12,2
252,252,3
12,12,2
75,75,2
31,37,2
67,67,2
12,143,3
63,63,2
14,4,1
38,38,2
2,2,1
4,1,1
2113,311,3
191,191,3
48,48,2
1450,1450,4
23,23,2
2,2,1
103,103,3
57,57,2
24,24,2
3,3,1
1321,1371,4
69,69,2
424,424,3
390,380,3
90,90,2
10,10,2
38,13,2
19,139,3
143,115,3
45,46,2
155,155,3
7,7,1
39,39,2
10,10,2
550,550,3
5,2,1
207,207,3
69,69,2
38,38,2
591,591,3
220,220,3
163,163,3
25,28,2
48,48,2
37,37,2
38,38,2
4,4,1
1,1,1
258,238,3
90,90,2
51,51,2
62,62,2
65,65,2
183,183,3
30,30,2
6,6,1
48,48,2
18,18,2
62,62,2
41,43,2
1242,1700,4
13,13,2
75,75,2
229,229,3
30,30,2
182,62,2
12,12,2
5,5,1
90,90,2
62,62,2
56,55,2
107,107,3
70,20,2
75,15,2
380,360,3
8,8,1
43,43,2
625,165,3
9,9,1
33,2,1
123,23,2
45,45,2
65,65,2
36,36,2
145,145,3
1,11,2
85,85,2
17,17,2
2430,2480,4
93,93,2
42,42,2
83,18,2
16,18,2
174,174,3
11,14,2
1,2,1
21,21,2
78,78,2
21,21,2
88,88,2
6,6,1
20,20,2
34,34,2
56,58,2
114,114,3
54,54,2
114,2323,4
43,45,2
6,6,1
12,12,2
1,1,1
55,55,2
129,129,3
10,10,2
307,307,3
2695,2485,4
15,15,2
47,97,2
25,25,2
10,10,2
356,356,3
549,549,3
75,75,2
288,238,3
312,332,3
5,5,1
71,71,2
66,66,2
16,16,2
11,11,2
9,9,1
3,3,1
1,1,1
18,88,2
11,11,2
366,366,3
332,132,3
18,16,2
28,28,2
3,3,1
36,36,2
48,48,2
441,441,3
8,8,1
238,250,3
2,2,1
2,2,1
10,10,2
4,4,1
795,705,3
217,217,3
2,2,1
1906,1596,4
137,137,3
1,1,1
14,14,2
440,440,3
4,4,1
36,36,2
79,79,2
24,24,2
2214,2314,4
29,29,2
29,29,2
67,67,2
315,315,3
10,10,2
37,37,2
72,72,2
4844,1884,4
30,30,2
7,7,1
105,105,3
35,35,2
1,1,1
326,326,3
9,9,1
12,32,2
7,7,1
57,57,2
58,528,3
70,70,2
921,821,3
3,5,1
4,1,1
35,35,2
25,25,2
38,331,3
15,16,2
1,1,1
22,22,2
3,6,1
3,3,1
41,41,2
5,4,1
2,4,1
201,201,3
44,44,2
55,55,2
89,91,2
5411,50,2
484,434,3
31,31,2
146,146,3
45,45,2
29,29,2
4622,2622,4
4,4,1
2,2,1
27,27,2
22,22,2
71,71,2
2,2,1
83,83,2
6,6,1
17,17,2
64,64,2
12,12,2
33,33,2
24,24,2
65,65,2
2442,244,3
473,473,3
170,170,3
5,5,1
726,726,3
18,18,2
212,212,3
12,0,1
55,55,2
14,14,2
29,28,2
23,23,2
2,2,1
134,134,3
44,44,2
149,149,3
322,322,3
296,256,3
88,88,2
33,71,2
5,5,1
15,15,2
44,44,2
90,90,2
1,1,1
4,64,2
87,87,2
10,10,2
45,45,2
15,5,1
10,10,2
21,21,2
43,3,1
112,112,3
12,12,2
378,378,3
586,586,3
21,21,2
221,221,3
540,540,3
964,34,2
255,355,3
1936,1996,4
55,55,2
72,72,2
73,73,2
27,27,2
9,9,1
122,122,3
32,32,2
188,188,3
68,68,2
31,31,2
45,45,2
31,31,2
100,100,3
209,209,3
1219,1219,4
5,5,1
9,9,1
36,30,2
76,76,2
1700,1700,4
48,48,2
60,60,2
7,7,1
10,10,2
82,52,2
14,14,2
4,2,1
105,105,3
237,237,3
10,10,2
39,59,2
471,471,3
240,240,3
31,34,2
131,131,3
60,60,2
37,37,2
28,26,2
89,89,2
137,137,3
38,38,2
49,49,2
99,99,2
32,32,2
5,5,1
43,43,2
187,187,3
510,510,3
76,76,2
30,30,2
17,17,2
37,7,1
72,72,2
22,22,2
93,93,2
33,23,2
19,19,2
177,177,3
2,2,1
28,28,2
287,287,3
5,5,1
91,91,2
89,89,2
16,103,3
71,71,2
48,48,2
83,8,1
59,302,3
3,3,1
60,60,2
19,10,2
29,29,2
21,21,2
87,87,2
20,20,2
2401,2401,4
14,118,3
8,8,1
24,124,3
36,5,1
81,81,2
742,742,3
283,213,3
207,207,3
13,15,2
26,26,2
77,77,2
12,12,2
94,94,2
29,29,2
54,54,2
99,99,2
33,33,2
92,92,2
99,99,2
8,4,1
58,58,2
25,5,1
702,712,3
13,13,2
41,41,2
9,9,1
6,6,1
90,91,2
75,75,2
2,2,1
27,27,2
41,41,2
23,23,2
34,34,2
25,25,2
393,393,3
50,50,2
1,1,1
175,115,3
53,53,2
30,20,2
87,87,2
135,135,3
421,421,3
16,16,2
2283,2283,4
62,62,2
74,74,2
14,14,2
4167,1457,4
65,65,2
91,91,2
30,30,2
72,78,2
30,30,2
272,212,3
22,22,2
11,11,2
456,456,3
103,123,3
2254,2224,4
28,28,2
48,48,2
44,44,2
19,19,2
4,4,1
6,6,1
66,66,2
55,55,2
36,76,2
2078,2076,4
7,2,1
543,349,3
52,52,2
1,1,1
584,564,3
49,49,2
326,126,3
508,608,3
8,16,2
146,146,3
277,277,3
334,334,3
189,180,3
91,91,2
133,138,3
27,27,2
50,50,2
61,31,2
84,83,2
17,17,2
14,14,2
332,332,3
74,74,2
525,525,3
40,440,3
130,130,3
449,449,3
201,1,2
18,18,2
36,36,2
96,96,2
636,666,3
81,81,2
1,1,1
7,7,1
15,15,2
34,31,2
110,110,3
13,13,2
20,20,2
318,318,3
17,11,2
1,1,1
52,52,2
19,19,2
56,56,2
173,173,3
78,78,2
1367,1361,4
15,15,2
118,74,2
4368,2386,4
20,20,2
20,33,2
11,86,2
83,83,2
122,122,3
286,236,3
235,235,3
22,22,2
246,246,3
11,0,1
46,46,2
40,40,2
73,8,1
26,26,2
47,41,2
124,24,2
229,6,1
17,17,2
12,2,1
166,166,3
4,4,1
96,96,2
1,1,1
20,20,2
230,230,3
213,213,3
96,96,2
132,132,3
53,53,2
63,63,2
535,535,3
8,88,2
70,14,2
38,88,2
19,19,2
17,7,1
8,8,1
899,899,3
29,29,2
34,34,2
316,336,3
83,83,2
280,280,3
155,155,3
104,104,3
63,63,2
60,0,2
541,541,3
167,167,3
11,11,2
506,506,3
14,14,2
100,100,3
270,270,3
13,13,2
36,35,2
34,14,2
1342,1342,4
1,1,1
26,26,2
150,150,3
349,340,3
314,314,3
35,35,2
4,4,1
3,7,1
129,129,3
13,13,2
22,22,2
174,174,3
111,111,3
74,71,2
13,13,2
30,56,2
1,1,1
1219,1219,4
10,10,2
271,271,3
90,90,2
12,12,2
190,990,3
8,8,1
139,134,3
20,27,2
39,39,2
48,44,2
6,4,1
112,112,3
19,19,2
8,5,1
44,44,2
26,29,2
27,27,2
10,10,2
5,5,1
10,10,2
181,181,3
11,11,2
34,34,2
100,155,3
28,28,2
126,121,3
45,45,2
472,172,3
93,93,2
17,17,2
8,8,1
238,238,3
5,5,1
95,95,2
657,1557,4
81,81,2
10,10,2
14,14,2
52,52,2
1,1,1
34,34,2
145,145,3
30,30,2
16,16,2
120,120,3
63,63,2
22,20,2
76,76,2
76,76,2
200,500,3
53,53,2
37,37,2
158,158,3
31,31,2
236,338,3
72,72,2
268,268,3
55,55,2
72,72,2
2,2,1
117,187,3
212,212,3
17,17,2
244,244,3
82,8,1
56,56,2
37,37,2
12,12,2
8,5,1
39,35,2
438,440,3
4,4,1
12,12,2
44,44,2
16,16,2
315,345,3
42,42,2
26,26,2
1223,1223,4
22,22,2
384,184,3
34,34,2
78,78,2
2,2,1
916,316,3
34,51,2
120,120,3
140,140,3
260,360,3
34,14,2
104,104,3
6,5,1
52,52,2
95,95,2
326,620,3
52,52,2
1,1,1
14,54,2
81,81,2
127,127,3
1,1,1
31,31,2
872,872,3
43,43,2
96,96,2
64,64,2
896,696,3
9,9,1
1,1,1
670,610,3
134,134,3
15,15,2
59,59,2
2,2,1
155,155,3
25,25,2
68,62,2
602,232,3
2419,2309,4
54,54,2
34,34,2
36,36,2
6,6,1
217,217,3
147,34,2
16,15,2
50,50,2
101,101,3
92,92,2
11,11,2
55,55,2
53,53,2
14,14,2
203,203,3
63,63,2
41,41,2
122,1224,4
81,87,2
55,55,2
407,407,3
1150,1150,4
377,177,3
82,82,2
897,897,3
79,79,2
19,19,2
216,216,3
132,12,2
87,87,2
31,31,2
128,126,3
1515,1515,4
35,38,2
45,45,2
43,43,2
120,120,3
1,1,1
48,48,2
19,19,2
63,63,2
131,173,3
14,14,2
83,83,2
12,12,2
70,70,2
32,32,2
13,13,2
1,1,1
164,164,3
196,196,3
228,228,3
6,6,1
4,4,1
3670,2670,4
143,143,3
219,219,3
33,33,2
61,61,2
1506,1556,4
49,19,2
536,536,3
102,104,3
32,32,2
1951,1991,4
42,42,2
4,4,1
14,14,2
405,406,3
28,98,2
153,155,3
629,629,3
2441,2441,4
132,132,3
18,13,2
29,29,2
32,32,2
34,34,2
21,21,2
58,58,2
2,2,1
29,2279,4
15,15,2
30,30,2
69,69,2
310,310,3
226,226,3
224,224,3
2418,2418,4
14,14,2
34,44,2
183,183,3
295,293,3
151,151,3
50,50,2
20,1,1
11,11,2
18,18,2
239,229,3
11,11,2
278,276,3
84,84,2
26,26,2
5,5,1
114,114,3
89,89,2
272,272,3
5,8,1
31,31,2
366,366,3
8,8,1
33,33,2
51,51,2
77,77,2
47,47,2
135,42,2
9,9,1
118,128,3
3,9,1
1,1,1
4,4,1
230,230,3
12,12,2
251,251,3
20,20,2
252,252,3
2,2,1
29,29,2
267,267,3
504,504,3
234,234,3
141,141,3
31,31,2
33,33,2
89,89,2
41,41,2
6,6,1
6,6,1
26,26,2
392,392,3
45,45,2
427,274,3
577,577,3
3,3,1
47,47,2
483,483,3
65,65,2
14,14,2
63,53,2
30,30,2
1,1,1
19,19,2
118,118,3
30,30,2
25,25,2
70,70,2
61,61,2
68,68,2
57,57,2
45,45,2
285,285,3
50,55,2
47,47,2
28,28,2
676,478,3
30,20,2
73,73,2
6,6,1
26,23,2
37,37,2
108,108,3
153,53,2
2,2,1
426,426,3
41,41,2
22,22,2
47,40,2
514,509,3
114,114,3
881,881,3
73,143,3
122,122,3
121,121,3
1,1,1
266,266,3
324,324,3
138,138,3
48,48,2
41,41,2
27,247,3
758,138,3
5,5,1
214,214,3
109,109,3
123,123,3
39,39,2
7,7,1
100,100,3
16,16,2
2079,2878,4
88,88,2
53,53,2
1013,1003,4
116,116,3
75,75,2
189,189,3
9,62,2
125,125,3
54,54,2
67,167,3
69,69,2
135,135,3
6,6,1
552,552,3
4,0,1
28,28,2
87,87,2
33,33,2
4,4,1
11,11,2
191,191,3
61,61,2
156,150,3
46,46,2
23,23,2
34,34,2
9,9,1
51,51,2
6,6,1
39,39,2
39,39,2
52,32,2
8335,3335,4
51,51,2
77,77,2
28,28,2
537,557,3
31,31,2
116,116,3
67,61,2
11,11,2
3940,3940,4
41,41,2
8,8,1
33,39,2
72,12,2
135,133,3
62,62,2
21,27,2
1555,1555,4
108,108,3
21,21,2
350,350,3
90,90,2
16,16,2
202,202,3
23,23,2
10,10,2
14,14,2
278,278,3
1,1,1
13,13,2
94,94,2
1390,1132,4
15,15,2
81,81,2
41,41,2
486,180,3
43,43,2
74,74,2
9,9,1
18,18,2
3,3,1
448,448,3
13,133,3
96,96,2
781,791,3
353,353,3
2742,2742,4
38,38,2
1184,118,3
149,149,3
28,26,2
59,59,2
5,5,1
14,14,2
17,17,2
35,35,2
24,24,2
30,30,2
68,68,2
62,62,2
9,9,1
16,15,2
428,128,3
13,33,2
40,40,2
22,22,2
20,20,2
90,90,2
11,11,2
67,67,2
328,323,3
60,60,2
12,12,2
94,84,2
42,12,2
52,52,2
9,9,1
63,63,2
15,15,2
1,1,1
27,27,2
31,31,2
11,11,2
4,4,1
19,19,2
31,31,2
261,261,3
228,228,3
145,145,3
16,16,2
291,291,3
19,19,2
43,43,2
64,64,2
1,1,1
216,116,3
4,4,1
202,202,3
380,380,3
23,23,2
17,17,2
251,251,3
65,65,2
286,286,3
2747,2270,4
236,235,3
30,4,1
3,3,1
151,151,3
356,356,3
3,4,1
19,19,2
130,130,3
41,41,2
68,68,2
72,72,2
27,27,2
280,280,3
10,10,2
6,6,1
2649,519,3
168,168,3
56,56,2
87,87,2
14,14,2
144,144,3
35,35,2
396,396,3
13,13,2
1,1,1
6,6,1
24,24,2
266,266,3
466,406,3
326,326,3
46,46,2
2,2,1
67,67,2
2,2,1
50,50,2
143,143,3
10,10,2
25,25,2
141,141,3
258,258,3
221,221,3
39,39,2
48,46,2
22,22,2
353,353,3
141,141,3
358,368,3
4,4,1
22,22,2
113,13,2
34,34,2
46,46,2
3,3,1
73,73,2
98,98,2
141,244,3
378,378,3
251,253,3
24,24,2
28,28,2
43,43,2
352,352,3
173,173,3
56,56,2
5,5,1
3203,3203,4
611,311,3
30,38,2
116,116,3
34,34,2
17,17,2
62,62,2
9,9,1
23,23,2
159,155,3
610,510,3
450,450,3
37,32,2
132,32,2
102,102,3
64,64,2
105,1105,4
41,41,2
289,289,3
57,57,2
36,38,2
1581,160,3
777,777,3
3,3,1
305,133,3
159,159,3
35,35,2
29,29,2
10,10,2
7,7,1
13,13,2
951,951,3
1399,1399,4
17,17,2
79,79,2
37,37,2
20,20,2
118,118,3
76,76,2
123,123,3
66,116,3
87,87,2
2,2,1
13,13,2
4,4,1
42,442,3
84,84,2
49,43,2
38,38,2
7,7,1
72,72,2
152,152,3
2,2,1
659,657,3
7,7,1
21,21,2
82,82,2
112,112,3
57,57,2
61,61,2
72,72,2
13,13,2
297,297,3
20,20,2
115,115,3
87,87,2
80,2,2
49,49,2
586,546,3
55,55,2
2,4,1
71,71,2
21,21,2
4,4,1
125,125,3
551,551,3
33,12,2
44,1,1
95,95,2
25,25,2
8,8,1
64,84,2
87,87,2
18,18,2
135,135,3
617,607,3
1459,1452,4
545,545,3
28,28,2
10,10,2
1,1,1
234,234,3
17,17,2
27,27,2
2740,2740,4
2,2,1
8,8,1
21,21,2
235,235,3
25,25,2
659,659,3
174,174,3
29,22,2
70,70,2
31,33,2
0,19,2
22,98,2
113,13,2
746,746,3
22,22,2
12,12,2
12,17,2
63,63,2
77,77,2
9,9,1
97,97,2
57,57,2
18,18,2
8,8,1
22,22,2
101,101,3
357,357,3
5,5,1
40,40,2
371,871,3
1,1,1
8,8,1
850,850,3
8,15,2
2563,234,3
21,21,2
561,561,3
275,26,2
22,22,2
3,3,1
2,2,1
30,30,2
1,1,1
17,117,3
9,9,1
22,22,2
108,108,3
31,31,2
947,997,3
105,105,3
2,2,1
20,23,2
256,1256,4
41,41,2
18,18,2
4,4,1
21,21,2
44,44,2
126,126,3
9,4,1
67,97,2
17,17,2
27,27,2
75,75,2
13,13,2
46,46,2
289,289,3
53,53,2
380,309,3
369,369,3
2,2,1
20,20,2
39,39,2
42,42,2
58,58,2
22,22,2
31,31,2
81,83,2
760,760,3
66,66,2
276,276,3
1730,1123,4
27,27,2
15,5,1
22,22,2
931,87,2
15,15,2
4,4,1
255,225,3
2083,2083,4
202,202,3
30,30,2
72,72,2
30,30,2
9,9,1
104,104,3
1,1,1
1480,1480,4
38,38,2
4,4,1
150,150,3
54,64,2
191,191,3
21,21,2
857,353,3
51,51,2
247,347,3
48,48,2
6,5,1
2,2,1
14,14,2
24,14,2
269,260,3
2,2,1
97,97,2
121,121,3
161,161,3
21,21,2
3,5,1
2,2,1
186,186,3
79,79,2
9,9,1
17,17,2
2294,2291,4
66,66,2
4227,1227,4
60,660,3
72,12,2
48,48,2
23,23,2
602,602,3
25,25,2
15,15,2
49,49,2
31,31,2
71,71,2
49,49,2
131,131,3
214,214,3
39,39,2
75,75,2
5,5,1
4,4,1
394,397,3
18,18,2
78,78,2
35,35,2
13,13,2
51,51,2
8,8,1
511,551,3
82,82,2
103,103,3
85,85,2
2,2,1
12,12,2
103,103,3
6,6,1
210,210,3
35,33,2
13,13,2
22,22,2
31,31,2
5,5,1
74,74,2
16,16,2
140,140,3
37,37,2
85,85,2
34,34,2
76,76,2
74,74,2
16,16,2
520,520,3
84,64,2
5,5,1
148,148,3
3,1,1
25,25,2
9,9,1
21,21,2
20,20,2
41,41,2
47,47,2
6,5,1
361,301,3
31,51,2
94,94,2
71,71,2
43,43,2
109,42,2
79,70,2
3520,1520,4
226,226,3
4,4,1
44,64,2
77,17,2
32,32,2
93,93,2
312,332,3
351,331,3
127,127,3
200,200,3
12,12,2
22,22,2
11,31,2
351,55,2
35,35,2
15,15,2
385,385,3
1,1,1
119,119,3
7,7,1
2154,2155,4
24,24,2
46,46,2
315,315,3
11,11,2
32,82,2
596,596,3
12,12,2
77,77,2
23,23,2
51,51,2
30,30,2
220,5,1
45,145,3
41,41,2
5,5,1
5,5,1
160,160,3
544,544,3
232,232,3
2430,2430,4
6,6,1
0,3,1
122,122,3
26,26,2
12,12,2
81,81,2
11,11,2
13,13,2
21,21,2
1042,1607,4
2330,2339,4
31,31,2
17,17,2
74,74,2
128,128,3
812,812,3
36,36,2
148,148,3
1100,110,3
5,5,1
33,33,2
69,69,2
42,42,2
94,94,2
96,96,2
3,3,1
132,112,3
763,763,3
4163,163,3
240,240,3
27,27,2
51,51,2
558,556,3
12,12,2
15,15,2
127,127,3
23,23,2
91,91,2
86,86,2
33,33,2
52,52,2
10,10,2
86,86,2
5,5,1
3,3,1
4,4,1
39,39,2
55,55,2
1758,1758,4
77,77,2
1050,110,3
246,246,3
40,40,2
42,42,2
392,482,3
146,146,3
184,187,3
15,15,2
395,395,3
2318,2318,4
62,62,2
49,49,2
75,59,2
117,97,2
70,10,2
7,7,1
15,45,2
34,34,2
63,63,2
56,56,2
88,88,2
23,23,2
37,37,2
78,78,2
2010,200,3
735,239,3
2,2,1
66,66,2
28,28,2
150,150,3
50,50,2
10,10,2
15,15,2
22,22,2
6,6,1
16,16,2
24,24,2
33,33,2
394,394,3
195,496,3
337,331,3
483,483,3
39,39,2
216,216,3
54,11,2
41,41,2
22,22,2
1,1,1
42,32,2
328,328,3
211,211,3
87,17,2
35,35,2
38,388,3
8,8,1
31,31,2
141,11,2
60,60,2
1,6,1
48,48,2
5,5,1
77,11,2
98,98,2
94,94,2
69,69,2
51,51,2
114,114,3
232,222,3
54,21,2
126,126,3
4,4,1
11,11,2
16,16,2
55,55,2
7,7,1
2676,2527,4
5,5,1
265,63,2
1,1,1
63,63,2
1923,2428,4
248,248,3
95,95,2
32,32,2
1,1,1
2,2,1
8,8,1
244,244,3
24,24,2
24,24,2
94,94,2
37,37,2
20,20,2
133,130,3
8,8,1
2,2,1
16,16,2
45,43,2
32,32,2
1,1,1
14,14,2
35,36,2
939,698,3
65,65,2
115,113,3
1871,1871,4
317,317,3
120,120,3
1890,160,3
154,152,3
27,27,2
29,29,2
101,161,3
30,30,2
21,21,2
36,36,2
42,42,2
16,16,2
5,5,1
342,48,2
21,21,2
270,270,3
320,20,2
198,198,3
22,12,2
10,10,2
8,3,1
1238,1128,4
2048,1302,4
47,47,2
55,55,2
121,121,3
49,49,2
169,169,3
23,23,2
32,32,2
7,7,1
120,120,3
2378,2378,4
44,14,2
46,46,2
67,67,2
103,103,3
703,703,3
23,23,2
14,14,2
137,137,3
9,9,1
21,1,1
13,12,2
10,19,2
207,207,3
37,37,2
26,26,2
86,15,2
151,151,3
62,62,2
41,41,2
51,51,2
65,604,3
692,692,3
100,100,3
8,7,1
56,56,2
61,61,2
26,26,2
3087,223,3
53,53,2
240,240,3
11,11,2
6,6,1
12,12,2
61,11,2
16,6,1
144,144,3
1,1,1
144,168,3
178,78,2
19,19,2
22,22,2
5,3,1
170,120,3
727,727,3
9,9,1
27,27,2
801,81,2
66,66,2
27,27,2
22,22,2
901,601,3
8,8,1
83,83,2
80,110,3
263,263,3
52,52,2
11,11,2
29,29,2
61,61,2
40,44,2
1907,1807,4
121,121,3
25,25,2
49,99,2
169,169,3
42,42,2
130,130,3
284,284,3
66,66,2
21,21,2
